iter	Logloss
379	0.3419610356
380	0.3417994681
381	0.3416598459
382	0.3415173734
383	0.3414016895
384	0.3412756331
385	0.3411512482
386	0.3410345356
387	0.3410042323
388	0.3409359321
389	0.3406164191
390	0.3405601416
391	0.3404172404
392	0.3403880087
393	0.340210861
394	0.3401097716
395	0.3399411319
396	0.3398225977
397	0.3396297841
398	0.3395138644
399	0.3393866721
400	0.339254315
401	0.3391638338
402	0.33899663
403	0.33887681
404	0.338813546
405	0.3386863537
406	0.338564712
407	0.338505177
408	0.3384489638
409	0.3382845246
410	0.338210631
411	0.3380692086
412	0.3379901072
413	0.3379029263
414	0.3376512849
415	0.3375456949
416	0.3374303539
417	0.3373387369
418	0.337211566
419	0.3371527382
420	0.3369733403
421	0.3368994895
422	0.3368291105
423	0.3367454872
424	0.3366576848
425	0.3364789727
426	0.3363048253
427	0.3361803333
428	0.3361437294
429	0.3359113972
430	0.3356854728
431	0.3355020459
432	0.3352736355
433	0.3351774323
434	0.3350846151
435	0.3349347061
436	0.3348213796
437	0.3347240191
438	0.3345765317
439	0.3344298588
440	0.3342957872
441	0.334105931
442	0.333987161
443	0.3339529573
444	0.3338008409
445	0.3337064593
446	0.3335364267
447	0.3334660048
448	0.333366094
449	0.3332433808
450	0.3331023013
451	0.3329805096
452	0.3326965932
453	0.3326111268
454	0.3325411764
455	0.3323909031
456	0.3323174166
457	0.3322147841
458	0.3320978572
459	0.331900093
460	0.3317687645
461	0.3316853127
462	0.3315615708
463	0.3314569452
464	0.3313153942
465	0.3312272061
466	0.3310690891
467	0.330910672
468	0.3307008208
469	0.330622748
470	0.330565549
471	0.3303841366
472	0.3302651738
473	0.3301714351
474	0.3300308485
475	0.329803724
476	0.3295891365
477	0.3294705166
478	0.3294467712
479	0.3293109422
480	0.3291837499
481	0.329108549
482	0.3289815067
483	0.3288853677
484	0.3288339551
485	0.3288088595
486	0.3287661477
487	0.3285545392
488	0.3285081413
489	0.3284366908
490	0.3283702336
491	0.3282216533
492	0.3281302291
493	0.3280663651
494	0.3278813523
495	0.3276663362
496	0.3275479092
497	0.3273940783
498	0.3272916172
499	0.3272026362
500	0.3271342503
501	0.3270011002
502	0.3269414152
503	0.3268212522
504	0.3266817586
505	0.3265732326
506	0.3265012034
507	0.3263668746
508	0.3262016854
509	0.3261030819
510	0.3260132436
511	0.3258669135
512	0.3255847759
513	0.3255196475
514	0.3254023991
515	0.3252842292
516	0.325140578
517	0.3250346452
518	0.3249176968
519	0.3248529756
520	0.3247983697
521	0.3246760208
522	0.3245439422
523	0.3243686805
524	0.3243101956
525	0.324254411
526	0.3241557432
527	0.3240239861
528	0.323764201
529	0.3236343727
530	0.3235043301
531	0.3233974114
532	0.3232976292
533	0.3232211638
534	0.3229961181
535	0.3229483487
536	0.3228732548
537	0.3227828379
538	0.3227419692
539	0.3226052616
540	0.322519431
541	0.3224750047
542	0.3223373113
543	0.322248566
544	0.3221602065
545	0.3220144336
546	0.3219213593
547	0.3217314388
548	0.3217160086
549	0.3215914951
550	0.3215354534
551	0.321468289
552	0.3213329315
553	0.3210781826
554	0.3209200655
555	0.3207899372
556	0.3206894692
557	0.3206214905
558	0.3205628127
559	0.3204072245
560	0.32032613
561	0.3201965589
562	0.3201358024
563	0.3200404349
564	0.3198756957
565	0.3197513323
566	0.3195700056
567	0.3195023054
568	0.3193602401
569	0.3192696732
570	0.3192020802
571	0.3191582755
572	0.3191267935
573	0.3190720376
574	0.3189293508
575	0.3188145241
576	0.3186984544
577	0.3186178529
578	0.3185479239
579	0.3184771591
580	0.3184095447
581	0.3182876244
582	0.3182403907
583	0.3182014723
584	0.3181471664
585	0.3180759301
586	0.3179936784
587	0.3179556814
588	0.3178784445
589	0.3178438337
590	0.3177186344
591	0.3175107763
592	0.3174169305
593	0.3173454799
594	0.3173297711
595	0.3172694431
596	0.3171484015
597	0.317069343
598	0.3170346249
599	0.3169524161
600	0.3169266133
601	0.3168093863
602	0.3167049322
603	0.3166173656
604	0.3165341495
605	0.3164545123
606	0.3162982383
607	0.3161764252
608	0.3161286558
609	0.316067492
610	0.3159993204
611	0.3159246338
612	0.3156516686
613	0.3156043921
614	0.31558519
615	0.3154846363
616	0.3154305447
617	0.3153558795
618	0.3152602335
619	0.315238524
620	0.3151495216
621	0.315120097
622	0.3150463533
623	0.3149475783
624	0.3148207075
625	0.3147721023
626	0.3146198573
627	0.3145175034
628	0.3144501247
629	0.3143369482
630	0.3143254827
631	0.3141662512
632	0.3139961328
633	0.3139361264
634	0.3139039157
635	0.3137166955
636	0.3136880425
637	0.3135426982
638	0.3134150987
639	0.3132503381
640	0.3131737655
641	0.3130193346
642	0.3128477375
643	0.3126710185
644	0.3125783084
645	0.3124983284
646	0.3124063899
647	0.3122669391
648	0.3121709716
649	0.3120609669
650	0.3119645922
651	0.3119126866
652	0.3118402074
653	0.3117775435
654	0.3115921449
655	0.3114801471
656	0.3113446182
657	0.3112254196
658	0.3111556835
659	0.3110344276
660	0.3109951234
661	0.310985608
662	0.3108543653
663	0.3107153646
664	0.3105357738
665	0.3104388633
666	0.3102561008
667	0.3102088242
668	0.3101901365
669	0.310128437
670	0.3099984587
671	0.30987821
672	0.3097294797
673	0.3096928972
674	0.30960053
675	0.3095651691
676	0.3095415737
677	0.3094602863
678	0.3092590503
679	0.3092058589
680	0.3091536104
681	0.3090073232
682	0.3089603896
683	0.3088247964
684	0.3087640612
685	0.3086202386
686	0.308555603
687	0.3085135128
688	0.3084296109
689	0.3084032723
690	0.3083239566
691	0.3082387474
692	0.3082025292
693	0.3080874239
694	0.3079430655
695	0.3078215095
696	0.3077944852
697	0.3076449834
698	0.3075231488
699	0.3074392254
700	0.3073528161
701	0.3072610276
702	0.307181219
703	0.3070374392
704	0.3069298133
705	0.3068911092
706	0.306783569
707	0.3067059892
708	0.3066133435
709	0.3064621486
710	0.3063153685
711	0.3062391388
712	0.3061970057
713	0.3061381779
714	0.3060698777
715	0.3059813467
716	0.3058496111
717	0.3057495717
718	0.3056940443
719	0.3055787462
720	0.3054600834
721	0.3053776602
722	0.3052342661
723	0.305221429
724	0.3050592615
725	0.3049321978
726	0.3048219145
727	0.3047050519
728	0.3044962508
729	0.3044282292
730	0.3044036694
731	0.3043022156
732	0.3042156348
733	0.3041111807
734	0.3040861923
735	0.3040594037
736	0.3039661365
737	0.3039037297
738	0.3037680079
739	0.3036418015
740	0.3036136627
741	0.3034796125
742	0.3032908493
743	0.3031807803
744	0.3030347074
745	0.30287329
746	0.302794853
747	0.302653752
748	0.3024907701
749	0.3023108364
750	0.3021679353
751	0.3020720321
752	0.301931617
753	0.3018956988
754	0.3018408357
755	0.3018282344
756	0.301741225
757	0.3015904802
758	0.3015592768
759	0.3013381101
760	0.3012616875
761	0.3012266695
762	0.3010498004
763	0.3010019881
764	0.3008427566
765	0.3007746279
766	0.300682025
767	0.3005437958
768	0.3004895328
769	0.3004588438
770	0.3003868789
771	0.3002224611
772	0.3002200823
773	0.3001358589
774	0.3001024696
775	0.2999491745
776	0.2998000584
777	0.2997115703
778	0.2995578466
779	0.299515242
780	0.2994964685
781	0.2993240999
782	0.299134008
783	0.2989741979
784	0.2989205778
785	0.2988870171
786	0.2988731727
787	0.2987496237
788	0.2985716402
789	0.2984687291
790	0.2983235563
791	0.2982221882
792	0.2980480408
793	0.2978565345
794	0.297821345
795	0.2976033929
796	0.2975604454
797	0.297547994
798	0.2974794152
799	0.2973337281
800	0.2972941881
801	0.2972369248
802	0.2970720141
803	0.2969604664
804	0.2968750429
805	0.296839339
806	0.2966473183
807	0.2965747533
808	0.2965181544
809	0.2964276946
810	0.2963294126
811	0.2962713563
812	0.2961448712
813	0.2959794891
814	0.2959241974
815	0.295757808
816	0.2957486142
817	0.2955820748
818	0.2954386808
819	0.2953678088
820	0.2952391164
821	0.2951982905
822	0.2951017015
823	0.2950211429
824	0.2948913146
825	0.2948647403
826	0.2948299365
827	0.294752571
828	0.2946874854
829	0.2946365228
830	0.2944554533
831	0.2943611788
832	0.2943004651
833	0.2942348652
834	0.2942131985
835	0.2941372904
836	0.2940989719
837	0.2940384083
838	0.2938824986
839	0.2938670469
840	0.2937625499
841	0.2936509165
842	0.2934318285
843	0.2933848949
844	0.2933426118
845	0.2932762403
846	0.2931329106
847	0.2930196698
848	0.2929858518
849	0.2929185589
850	0.2928542448
851	0.2927447115
852	0.292709072
853	0.2927002639
854	0.2926032677
855	0.2925567413
856	0.2924413574
857	0.2923628561
858	0.2922640811
859	0.2922193977
860	0.292198374
861	0.2921082143
862	0.2919476113
863	0.2918766536
864	0.2918513437
865	0.2917259731
866	0.2916361991
867	0.291520558
868	0.2912870043
869	0.2911420672
870	0.2911153215
871	0.2910706595
872	0.2909218435
873	0.2908110886
874	0.2907343661
875	0.2906092526
876	0.2905987729
877	0.2905116992
878	0.290375956
879	0.2902296259
880	0.2901235002
881	0.2901077056
882	0.289986514
883	0.2898923038
884	0.2897771342
885	0.2897048693
886	0.2895517242
887	0.289516599
888	0.2895061193
889	0.2893774268
890	0.289333815
891	0.2891639967
892	0.2891501095
893	0.2889942641
894	0.2888915458
895	0.2888708865
896	0.2888570207
897	0.2888030149
898	0.2887375649
899	0.2887290569
900	0.2886521414
901	0.2884614066
902	0.2884201307
903	0.288158481
904	0.2880808369
905	0.2879560235
906	0.2878102506
907	0.2877423361
908	0.2875922771
909	0.2875819688
910	0.2875593378
911	0.2874948737
912	0.2874060642
913	0.2873632881
914	0.2872781218
915	0.2871399569
916	0.2871294343
917	0.2870437536
918	0.286767381
919	0.2867490361
920	0.2865664021
921	0.2864385026
922	0.2862897723
923	0.2861024664
924	0.2859874682
925	0.2859057737
926	0.2857972477
927	0.2856888932
928	0.2856169926
929	0.2855399485
930	0.2854507961
931	0.2853958258
932	0.285365244
933	0.2853477135
934	0.2853359908
935	0.2853111096
936	0.2852713767
937	0.2851354835
938	0.2849941254
939	0.2849421555
940	0.284834701
941	0.28478526
942	0.2846761553
943	0.284612077
944	0.2844957502
945	0.2842960786
946	0.2842907852
947	0.2842776481
948	0.2842579959
949	0.2841958892
950	0.2840129981
951	0.2839839807
952	0.2839399402
953	0.2838561669
954	0.2837189664
955	0.2835494909
956	0.2833074291
957	0.2831741933
958	0.2830360284
959	0.2829451186
960	0.2828603594
961	0.2826222623
962	0.2825679993
963	0.2824867977
964	0.2823660347
965	0.2822733461
966	0.2821593981
967	0.2821432821
968	0.282077275
969	0.2819422604
970	0.2816342129
971	0.281522708
972	0.2814071312
973	0.2813614406
974	0.2811994445
975	0.2810699591
976	0.2809187214
977	0.2808441848
978	0.2807995228
979	0.2806463563
980	0.2806349336
981	0.2805532391
982	0.2804400412
983	0.2803481027
984	0.280287539
985	0.2802774022
986	0.2802514923
987	0.2802287327
988	0.2801243857
989	0.2800027226
990	0.2799821918
991	0.2798628218
992	0.2798194671
993	0.2797313219
994	0.2796699224
995	0.2796513847
996	0.2796147807
997	0.2795461805
998	0.2794154735
999	0.279363225
